Brand,Device,Parameter Type,Parameter Name,Value/MSB,LSB,Min,Max,Description
Two Notes Audio Engineering,Torpedo Studio,CC,Mute A - Link,42,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Unmute A - Link,42,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Unmute B - Link,105,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Mute B - Link,105,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: On,43,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: Off,43,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: On,106,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: Off,106,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: Room 0,44,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: Room 1,44,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: Room 2,44,,2,2,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: Room 3,44,,3,3,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: Room 4,44,,4,4,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: Room 5,44,,5,5,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: Room 6,44,,6,6,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: Room 7,44,,7,7,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A: Room 8,44,,8,8,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: Room 0,107,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: Room 1,107,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: Room 2,107,,2,2,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: Room 3,107,,3,3,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: Room 4,107,,4,4,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: Room 5,107,,5,5,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: Room 6,107,,6,6,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: Room 7,107,,7,7,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B: Room 8,107,,8,8,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A Dry/Wet,45,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B Dry/Wet,108,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A Size,46,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B Size,109,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A Echo,47,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B Echo,110,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb A Color,48,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,Reverb B Color,111,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,EQ Parametric A: Band 1 Freq,49,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,EQ Parametric A: Band 2 Freq,50,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,EQ Parametric A: Band 3 Freq,51,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,EQ Parametric A: Band 4 Freq,52,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,EQ Parametric A: High Freq,53,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,EQ Parametric B: Band 1 Freq,112,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,EQ Parametric B: Band 2 Freq,113,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,EQ Parametric B: Band 3 Freq,114,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,EQ Parametric B: Band 4 Freq,115,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,EQ Parametric B: High Freq,116,,0,127,
Two Notes Audio Engineering,Torpedo Studio,CC,Aracde Instrument A: Guitar,54,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Instrument A: Bass,54,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Aracde Instrument B: Guitar,117,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Instrument B: Bass,117,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room A 0,44,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room A 1,44,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room A 2,44,,2,2,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room A 3,44,,3,3,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room A 4,44,,4,4,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room A 5,44,,5,5,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room A 6,44,,6,6,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room A 7,44,,7,7,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room B 0,107,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room B 1,107,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room B 2,107,,2,2,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room B 3,107,,3,3,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room B 4,107,,4,4,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room B 5,107,,5,5,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room B 6,107,,6,6,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Room B 7,107,,7,7,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Power Amp A,55,,0,30,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Power Amp B,118,,0,30,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Distance A,56,,0,44,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Distance B,119,,0,44,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Tone A,57,,0,44,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Tone B,120,,0,44,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Contour A,58,,0,40,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Contour B,121,,0,40,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Harmonics A,59,,0,44,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Harmonics B,122,,0,44,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Destroy A: On,60,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Destroy A: Off,60,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Destroy B: On,123,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Destroy B: Off,123,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Compression A,61,,0,35,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Compression B,124,,0,35,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Makeup Gain A,34,,0,36,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Makeup Gain B,97,,0,36,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Preset Level A,62,,0,107,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Preset Level B,125,,0,107,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Mode A: Simulation,63,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Mode A: Arcade,63,,1,1,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Mode B: Arcade,126,,0,0,
Two Notes Audio Engineering,Torpedo Studio,CC,Arcade Mode B: Arcade Link,126,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Cab/Mic On,6,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Cab/Mic Off,6,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Select Cab 0,8,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Select Cab 1,8,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Select Cab 2,8,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,Select Cab 3,8,,3,3,
Two Notes Audio Engineering,Torpedo Captor X,CC,Select Cab 4,8,,4,4,
Two Notes Audio Engineering,Torpedo Captor X,CC,Select Cab 5,8,,5,5,
Two Notes Audio Engineering,Torpedo Captor X,CC,Select Cab 6,8,,6,6,
Two Notes Audio Engineering,Torpedo Captor X,CC,Select Cab 7,8,,7,7,
Two Notes Audio Engineering,Torpedo Captor X,CC,Select Cab 8,8,,8,8,
Two Notes Audio Engineering,Torpedo Captor X,CC,File A 0,9,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,File A 1,9,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,File A 2,9,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,File A 3,9,,3,3,
Two Notes Audio Engineering,Torpedo Captor X,CC,File A 4,9,,4,4,
Two Notes Audio Engineering,Torpedo Captor X,CC,File A 5,9,,5,5,
Two Notes Audio Engineering,Torpedo Captor X,CC,File A 6,9,,6,6,
Two Notes Audio Engineering,Torpedo Captor X,CC,File A 7,9,,7,7,
Two Notes Audio Engineering,Torpedo Captor X,CC,File A 8,9,,8,8,
Two Notes Audio Engineering,Torpedo Captor X,CC,File B 0,10,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,File B 1,10,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,File B 2,10,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,File B 3,10,,3,3,
Two Notes Audio Engineering,Torpedo Captor X,CC,File B 4,10,,4,4,
Two Notes Audio Engineering,Torpedo Captor X,CC,File B 5,10,,5,5,
Two Notes Audio Engineering,Torpedo Captor X,CC,File B 6,10,,6,6,
Two Notes Audio Engineering,Torpedo Captor X,CC,File B 7,10,,7,7,
Two Notes Audio Engineering,Torpedo Captor X,CC,File B 8,10,,8,8,
Two Notes Audio Engineering,Torpedo Captor X,CC,Folder A: User 0,11,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Folder A: User 1,11,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Folder A: User 2,11,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,Folder A: User 3,11,,3,3,
Two Notes Audio Engineering,Torpedo Captor X,CC,Folder B: User 0,12,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Folder B: User 1,12,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Folder B: User 2,12,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,Folder B: User 3,12,,3,3,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic A 1,13,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic A 2,13,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic A 3,13,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic A 4,13,,3,3,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic A 5,13,,4,4,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic A 6,13,,5,5,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic A 7,13,,6,6,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic A 8,13,,7,7,
Two Notes Audio Engineering,Torpedo Captor X,CC,Distance A,14,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Center A,15,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Position A: Back,16,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Position A: Front,16,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Level A,35,,1,107,
Two Notes Audio Engineering,Torpedo Captor X,CC,Phase A: Normal,36,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Phase A: Invert,36,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mute A: Unmuted,37,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mute A: Muted,37,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic B 1,38,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic B 2,38,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic B 3,38,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic B 4,38,,3,3,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic B 5,38,,4,4,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic B 6,38,,5,5,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic B 7,38,,6,6,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mic B 8,38,,7,7,
Two Notes Audio Engineering,Torpedo Captor X,CC,Distance B,39,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Center B,40,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Position B: Back,41,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Position B: Front,41,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Level B,42,,0,107,
Two Notes Audio Engineering,Torpedo Captor X,CC,Phase B: Normal,43,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Phase B: Inverted,43,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mute B: Unmute,44,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mute B: Mute,44,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Bypass A,51,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Engage A,51,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Bypass B,52,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Engage B,52,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ On,17,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Off,17,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Mode: Bass,18,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Mode: Guitar,18,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Mode: Custom,18,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Gain: Low,19,,0,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Gain: Low Mid,20,,0,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Gain: Mid,21,,0,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Gain: High Mid,22,,0,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Gain: High,23,,0,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Freq: Low Cut,45,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Freq: Low,46,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Freq: Low Mid,47,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Freq: Mid,48,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Freq: High Mid,49,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Freq: High,50,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Preset Level,24,,0,95,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ Preset Level R,86,,0,95,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb On,25,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Off,25,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Room 0,26,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Room 1,26,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Room 2,26,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Room 3,26,,3,3,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Room 4,26,,4,4,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Room 5,26,,5,5,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Room 6,26,,6,6,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Room 7,26,,7,7,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Dry/Wet,27,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Dry/Wet R,72,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Size,53,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Echo,54,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Color,55,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Type: Room,56,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Type: Ambience,56,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Reverb Width,57,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Noise Gate On,58,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Noise Gate Off,58,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Noise Gate: Soft,59,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Noise Gate: Hard,59,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Noise Gate Threshold,60,,0,80,
Two Notes Audio Engineering,Torpedo Captor X,CC,Enhancer On,61,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Enhancer Off,61,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Enhancer: Guitar,62,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Enhancer: Bass,62,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Enhancer Body,63,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Enhancer Thickness,44,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Enhancer Brilliance,65,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Enhancer Dry/wet,66,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Twin Tracker On,67,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Twin Tracker Off,67,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Twin Tracker Tightness,68,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Twin Tracker Balance,69,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Output Mode: Stereo,70,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Output Mode: Dual Mono,70,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,"Output Mode: Dual Mono, R Bypass",70,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,Space Pot: Stereo,71,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Space Pot: Stereo Expander,71,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Space Pot: Dry/Wet Stereo,71,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Space Pot: Dual Mono Dry/Wet,71,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Space Pot: Dual Mono Dry/Wet L,71,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Space Pot: Dual Mono Dry/Wet R,71,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,"Space Pot: Dual Mono, R Bypass: Dry/Wet",71,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R: On,73,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R: Off,73,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Mode: Guitar,74,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Mode: Bass,74,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Mode: Custom,74,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Gain: Low,75,,0,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Gain: Low Mid,76,,0,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Gain: Mid,77,,0,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Gain: High Mid,78,,0,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Gain: High,79,,0,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Freq: Low Cut,80,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Freq: Low,81,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Freq: Low Mid,82,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Freq: Mid,83,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Freq: High Mid,84,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,EQ R Freq: High,85,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,General Preset Mode: Simulation,34,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,General Preset Mode: IR Loader,34,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,Output Level,87,,0,107,
Two Notes Audio Engineering,Torpedo Captor X,CC,Mute,88,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Unmute,88,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Bypass,89,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Engage,89,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Voicing,68,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Space,69,,0,127,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 1 ,90,,0,0,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 2,90,,1,1,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 3,90,,2,2,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 4,90,,3,3,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 5,90,,4,4,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 6,90,,5,5,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 7,90,,6,6,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 8,90,,7,7,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 9,90,,8,8,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 10,90,,9,9,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 11,90,,10,10,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 12,90,,11,11,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 13,90,,12,12,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 14,90,,13,13,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 15,90,,14,14,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 16,90,,15,15,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 17,90,,16,16,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 18,90,,17,17,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 19,90,,18,18,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 20,90,,19,19,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 21,90,,20,20,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 22,90,,21,21,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 23,90,,22,22,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 24,90,,23,23,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 25,90,,24,24,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 26,90,,25,25,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 27,90,,26,26,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 28,90,,27,27,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 29,90,,28,28,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 30,90,,29,29,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 31,90,,30,30,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 32,90,,31,31,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 33,90,,32,32,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 34,90,,33,33,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 35,90,,34,34,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 36,90,,35,35,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 37,90,,36,36,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 38,90,,37,37,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 39,90,,38,38,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 40,90,,39,39,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 41,90,,40,40,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 42,90,,41,41,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 43,90,,42,42,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 44,90,,43,43,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 45,90,,44,44,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 46,90,,45,45,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 47,90,,46,46,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 48,90,,47,47,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 49,90,,48,48,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 50,90,,49,49,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 51,90,,50,50,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 52,90,,51,51,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 53,90,,52,52,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 54,90,,53,53,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 55,90,,54,54,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 56,90,,55,55,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 57,90,,56,56,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 58,90,,57,57,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 59,90,,58,58,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 60,90,,59,59,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 61,90,,60,60,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 62,90,,61,61,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 63,90,,62,62,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 64,90,,63,63,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 65,90,,64,64,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 66,90,,65,65,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 67,90,,66,66,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 68,90,,67,67,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 69,90,,68,68,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 70,90,,69,69,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 71,90,,70,70,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 72,90,,71,71,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 73,90,,72,72,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 74,90,,73,73,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 75,90,,74,74,
Two Notes Audio Engineering,Torpedo Captor X,CC,Preset 76,90,,75,75,
